ticker,epic,instrument_name,instrument_type,currency,market_status,search_term
FTIVUS,UB.D.FTIVUS.CASH.IP,Parella Weinberg Partners,SHARES,N/A,TRADEABLE,PA
PALGY,ED.D.PALGY.CASH.IP,PANTAFLIX AG,SHARES,N/A,EDITS_ONLY,PA
MPI,KA.D.MPI.CASH.IP,PageGroup PLC,SHARES,N/A,EDITS_ONLY,PA
PNA1VFH,EB.D.PNA1VFH.CASH.IP,Panostaja Oyj,SHARES,N/A,EDITS_ONLY,PA
PLT,EF.D.PLT.CASH.IP,Parmalat SpA,SHARES,N/A,CLOSED,PA
PXMDUS,UC.D.PXMDUS.CASH.IP,PaxMedica Inc,SHARES,N/A,OFFLINE,PA
PAY,KA.D.PAY.CASH.IP,PayPoint PLC,SHARES,N/A,EDITS_ONLY,PA
PAYX,UC.D.PAYX.CASH.IP,Paychex Inc (24 Hours),SHARES,N/A,TRADEABLE,PA
TPNLUS,UD.D.TPNLUS.CASH.IP,Paysign Inc,SHARES,N/A,TRADEABLE,PA
AIP,KA.D.AIP.CASH.IP,Air Partner PLC,SHARES,N/A,CLOSED,PA
PARPFP,EC.D.PARPFP.CASH.IP,Groupe Partouche SA,SHARES,N/A,EDITS_ONLY,PA
MPAYLN,KC.D.MPAYLN.CASH.IP,Mi-Pay Group PLC,SHARES,N/A,CLOSED,PA
NOHOFH,EB.D.NOHOFH.CASH.IP,NoHo Partners Oyj,SHARES,N/A,EDITS_ONLY,PA
OSILN,KC.D.OSILN.CASH.IP,Origo Partners PLC,SHARES,N/A,CLOSED,PA
PACWUS,UC.D.PACWUS.CASH.IP,PacWest Bancorp,SHARES,N/A,CLOSED,PA
PAGEROSS,EH.D.PAGEROSS.CASH.IP,Pagero Group AB,SHARES,N/A,CLOSED,PA
PRFXUS,UC.D.PRFXUS.CASH.IP,PainReform Limited,SHARES,N/A,TRADEABLE,PA
PCALN,KC.D.PCALN.CASH.IP,Palace Capital PLC,SHARES,N/A,EDITS_ONLY,PA
ENVIUUS,UB.D.ENVIUUS.CASH.IP,GreenLight Biosciences Holdings PBC,SHARES,N/A,CLOSED,PB
PCUS,UC.D.PCUS.CASH.IP,Premium Catering Holdings Ltd,SHARES,N/A,SUSPENDED,PC
PCTIUS,UC.D.PCTIUS.CASH.IP,PCTEL Inc,SHARES,N/A,CLOSED,PC
PGHZLN,KA.D.PGHZLN.CASH.IP,PCGH ZDP PLC,SHARES,N/A,CLOSED,PC
PCCCUS,UC.D.PCCCUS.CASH.IP,PC Connection Inc,SHARES,N/A,TRADEABLE,PC
MCTLN,KA.D.MCTLN.CASH.IP,Middlefield Canadian Income PC,SHARES,N/A,CLOSED,PC
RECILN,KA.D.RECILN.CASH.IP,Real Estate Credit Investments PCC Ltd,SHARES,N/A,EDITS_ONLY,PC
PCFTLN,KA.D.PCFTLN.CASH.IP,PCFT - Polar Capital Global Financials Trust PLC,SHARES,N/A,EDITS_ONLY,PC
PDCEUS,UC.D.PDCEUS.CASH.IP,PDC Energy Inc,SHARES,N/A,CLOSED,PD
PDDUS,UC.D.PDDUS.CASH.IP,PDD Holdings Inc (24 Hours),SHARES,N/A,TRADEABLE,PD
PDFSUS,UC.D.PDFSUS.CASH.IP,PDF Solutions Inc,SHARES,N/A,TRADEABLE,PD
PDLI,UC.D.PDLI.CASH.IP,PDL BioPharma Inc,SHARES,N/A,CLOSED,PD
EDGEUS,UB.D.EDGEUS.CASH.IP,PDS Biotechnology Corp,SHARES,N/A,TRADEABLE,PD
PEPGUS,UC.D.PEPGUS.CASH.IP,PepGen Inc,SHARES,N/A,TRADEABLE,PE
MOSYUS,UC.D.MOSYUS.CASH.IP,Peraso Inc,SHARES,N/A,TRADEABLE,PE
PETQUS,UC.D.PETQUS.CASH.IP,PetIQ Inc,SHARES,N/A,CLOSED,PE
RBS9PERPP,KC.D.RBS9PERPP.CASH.IP,RBS 9 PERP,SHARES,N/A,EDITS_ONLY,PE
PEMBLN,KC.D.PEMBLN.CASH.IP,PEMB - Pembroke VCT PLC,SHARES,N/A,EDITS_ONLY,PE
PSON,KA.D.PSON.CASH.IP,Pearson PLC,SHARES,N/A,EDITS_ONLY,PE
PAQCUUS,UC.D.PAQCUUS.CASH.IP,Perfect Corp,SHARES,N/A,TRADEABLE,PE
PSN,KA.D.PSN.CASH.IP,Persimmon PLC,SHARES,N/A,EDITS_ONLY,PE
PFC,KA.D.PFC.CASH.IP,Petrofac Ltd,SHARES,N/A,CLOSED,PE
PETRO,EH.D.PETRO.CASH.IP,Petrogrand AB,SHARES,N/A,CLOSED,PE
RSABLN,KC.D.RSABLN.CASH.IP,RSALN 7 3/8 PERP,SHARES,N/A,CLOSED,PE
MXP,KA.D.MXP.CASH.IP,Max Petroleum PLC,SHARES,N/A,CLOSED,PE
PHOLN,KC.D.PHOLN.CASH.IP,Peel Hotels PLC,SHARES,N/A,CLOSED,PE
PEGAUS,UC.D.PEGAUS.CASH.IP,Pegasystems Inc,SHARES,N/A,TRADEABLE,PE
PNN,KA.D.PNN.CASH.IP,Pennon Group PLC,SHARES,N/A,EDITS_ONLY,PE
PEBOUS,UC.D.PEBOUS.CASH.IP,Peoples Bancorp Inc,SHARES,N/A,TRADEABLE,PE
SRRSJ,AR.D.SRRSJ.CASH.IP,Pepkor Holdings Ltd,SHARES,N/A,EDITS_ONLY,PE
PRFTUS,UC.D.PRFTUS.CASH.IP,Perficient Inc,SHARES,N/A,CLOSED,PE
PFSWUS,UC.D.PFSWUS.CASH.IP,PFSweb Inc,SHARES,N/A,CLOSED,PF
SIX3GY,ED.D.SIX3GY.CASH.IP,Sixt AG - Pfd,SHARES,N/A,EDITS_ONLY,PF
SRT3GY,ED.D.SRT3GY.CASH.IP,Sartorius AG - Pfd,SHARES,N/A,EDITS_ONLY,PF
VIB3GY,ED.D.VIB3GY.CASH.IP,Villeroy & Boch AG - Pfd,SHARES,N/A,EDITS_ONLY,PF
COREPREFS,EH.D.COREPREFS.CASH.IP,Corem Property Group AB (publ) - Pfd,SHARES,N/A,EDITS_ONLY,PF
PBBGY,ED.D.PBBGY.CASH.IP,Deutsche Pfandbriefbank AG,SHARES,N/A,EDITS_ONLY,PF
MMAT0PFD,UC.D.MMAT0PFD.CASH.IP,Meta Materials Inc - Pfd  31/01/22,SHARES,N/A,CLOSED,PF
PFSEGY,ED.D.PFSEGY.CASH.IP,Pfisterer Holding SE,SHARES,N/A,EDITS_ONLY,PF
RELNPF,KA.D.RELNPF.CASH.IP,R.E.A. Holdings PLC Pfd,SHARES,N/A,EDITS_ONLY,PF
SANSP,KC.D.SANSP.CASH.IP,SANTANDER UK 10.375 PFD,SHARES,N/A,CLOSED,PF
STANP,KC.D.STANP.CASH.IP,Standard Chartered 7.375 PFD,SHARES,N/A,CLOSED,PF
STANLN825,KC.D.STANLN825.CASH.IP,Standard Chartered 8.25 PFD,SHARES,N/A,CLOSED,PF
AGNCPF,UA.D.AGNCPF.CASH.IP,American Capital Agency 6 ? PERP Pfd,SHARES,N/A,TRADEABLE,PF
BMW3GY,ED.D.BMW3GY.CASH.IP,Bayerische Motoren Werke AG - Pfd,SHARES,N/A,EDITS_ONLY,PF
BWSLN,KC.D.BWSLN.CASH.IP,Bristol & West Plc 8.125% 31/12/49 Pfd,SHARES,N/A,CLOSED,PF
FTRPFD,UB.D.FTRPFD.CASH.IP,Frontier Communications 11.125 PFD,SHARES,N/A,CLOSED,PF
AVLN8875P,KC.D.AVLN8875P.CASH.IP,General Accident PLC 8.875 Pfd,SHARES,N/A,CLOSED,PF
FWSDLN,KA.D.FWSDLN.CASH.IP,Invesco FTSE All-World UCITS ETF GBP PFHDG DIST,SHARES,N/A,EDITS_ONLY,PF
NTEAI,KC.D.NTEAI.CASH.IP,Northern Electric PLC 8.061 Pfd,SHARES,N/A,CLOSED,PF
PFVGY,ED.D.PFVGY.CASH.IP,Pfeiffer Vacuum Technology AG,SHARES,N/A,EDITS_ONLY,PF
PSHG_p,ED.D.PSHG_p.CASH.IP,Porsche Automobil Holding SE - Pfd,SHARES,N/A,EDITS_ONLY,PF
SMSDLI,PK.D.SMSDLI.CASH.IP,Samsung Electronics Co Ltd - Pfd,SHARES,N/A,EDITS_ONLY,PF
PGTIUS,UC.D.PGTIUS.CASH.IP,PGT Innovations Inc,SHARES,N/A,CLOSED,PG
PULSUS,SI.D.PULSUS.CASH.IP,PGIM Ultra Short Bond ETF,SHARES,N/A,TRADEABLE,PG
PHSCLN,KC.D.PHSCLN.CASH.IP,PHSC PLC,SHARES,N/A,EDITS_ONLY,PH
PHATUS,UC.D.PHATUS.CASH.IP,Phathom Pharmaceuticals Inc,SHARES,N/A,TRADEABLE,PH
RXIIUS,UC.D.RXIIUS.CASH.IP,Phio Pharmaceuticals Corp,SHARES,N/A,TRADEABLE,PH
DDDDLN,KA.D.DDDDLN.CASH.IP,4d pharma plc,SHARES,N/A,CLOSED,PH
PLXPUS,UC.D.PLXPUS.CASH.IP,PLx Pharma Inc,SHARES,N/A,OFFLINE,PH
ALPHAFP,EC.D.ALPHAFP.CASH.IP,Pharnext SA,SHARES,N/A,CLOSED,PH
PTCPL,PO.D.PTCPL.CASH.IP,Pharol SGPS SA,SHARES,N/A,EDITS_ONLY,PH
PHVSUS,UC.D.PHVSUS.CASH.IP,Pharvaris NV,SHARES,N/A,TRADEABLE,PH
PZRXUS,UC.D.PZRXUS.CASH.IP,PhaseRx Inc,SHARES,N/A,OFFLINE,PH
BLIUS,UA.D.BLIUS.CASH.IP,PhenomeX Inc,SHARES,N/A,CLOSED,PH
ZBOLN,KC.D.ZBOLN.CASH.IP,Phimedix PLC,SHARES,N/A,CLOSED,PH
PHUNUS,UC.D.PHUNUS.CASH.IP,Phunware Inc,SHARES,N/A,TRADEABLE,PH
CXRXUS,UA.D.CXRXUS.CASH.IP,Advanz Pharma Corp. (US),SHARES,N/A,CLOSED,PH
ALBOUS,UA.D.ALBOUS.CASH.IP,Albireo Pharma Inc,SHARES,N/A,CLOSED,PH
APHLN,KA.D.APHLN.CASH.IP,Alliance Pharma PLC,SHARES,N/A,CLOSED,PH
ALZCURSS,EH.D.ALZCURSS.CASH.IP,Alzecure Pharma AB,SHARES,N/A,EDITS_ONLY,PH
ATRSUS,UA.D.ATRSUS.CASH.IP,Antares Pharma Inc,SHARES,N/A,CLOSED,PH
ACETO1SS,EH.D.ACETO1SS.CASH.IP,Ascelia Pharma AB (Warrants),SHARES,N/A,CLOSED,PH
ACESS,EH.D.ACESS.CASH.IP,Ascelia Pharma AB (publ),SHARES,N/A,EDITS_ONLY,PH
ASNDUS,UA.D.ASNDUS.CASH.IP,Ascendis Pharma AS,SHARES,N/A,TRADEABLE,PH
DESTLN,KC.D.DESTLN.CASH.IP,Destiny Pharma PLC,SHARES,N/A,CLOSED,PH
ERMASS,EH.D.ERMASS.CASH.IP,Enorama Pharma AB (publ),SHARES,N/A,EDITS_ONLY,PH
FWPUS,UB.D.FWPUS.CASH.IP,Forward Pharma A/S,SHARES,N/A,CLOSED,PH
HOOKUS,UB.D.HOOKUS.CASH.IP,HOOKIPA Pharma Inc,SHARES,N/A,OFFLINE,PH
HRTISFH,EB.D.HRTISFH.CASH.IP,Herantis Pharma Oyj,SHARES,N/A,EDITS_ONLY,PH
HZNPUS,UB.D.HZNPUS.CASH.IP,Horizon Pharma Inc,SHARES,N/A,CLOSED,PH
INITSS,EH.D.INITSS.CASH.IP,Initiator Pharma AS,SHARES,N/A,EDITS_ONLY,PH
IPHAUS,UB.D.IPHAUS.CASH.IP,Innate Pharma SA,SHARES,N/A,TRADEABLE,PH
IPHFP,EC.D.IPHFP.CASH.IP,Innate Pharma SA,SHARES,N/A,EDITS_ONLY,PH
INZYUS,UB.D.INZYUS.CASH.IP,Inozyme Pharma Inc,SHARES,N/A,CLOSED,PH
MOBSS,EH.D.MOBSS.CASH.IP,Moberg Pharma AB (publ),SHARES,N/A,EDITS_ONLY,PH
NXTCLSS,EH.D.NXTCLSS.CASH.IP,NextCell Pharma AB,SHARES,N/A,EDITS_ONLY,PH
KANSS,EH.D.KANSS.CASH.IP,Novakand Pharma AB,SHARES,N/A,CLOSED,PH
PVNIM,EF.D.PVNIM.CASH.IP,Piovan SpA,SHARES,N/A,CLOSED,PI
POOLBSS,EH.D.POOLBSS.CASH.IP,PION GROUP AB,SHARES,N/A,EDITS_ONLY,PI
PIAIM,EF.D.PIAIM.CASH.IP,Piaggio & C SpA,SHARES,N/A,EDITS_ONLY,PI
PCLAUS,UC.D.PCLAUS.CASH.IP,PicoCELA Inc,SHARES,N/A,TRADEABLE,PI
PIPLN,KC.D.PIPLN.CASH.IP,PipeHawk PLC,SHARES,N/A,EDITS_ONLY,PI
PIRCIM,EF.D.PIRCIM.CASH.IP,Pirelli & C. SpA,SHARES,N/A,EDITS_ONLY,PI
PTNMUS,UC.D.PTNMUS.CASH.IP,Pitanium Ltd,SHARES,N/A,SUSPENDED,PI
PTDLN,KC.D.PTDLN.CASH.IP,Pittards PLC,SHARES,N/A,CLOSED,PI
UNXLUS,UD.D.UNXLUS.CASH.IP,Uni-Pixel Inc,SHARES,N/A,CLOSED,PI
PIKSJ,AR.D.PIKSJ.CASH.IP,Pick n Pay Stores Ltd,SHARES,N/A,EDITS_ONLY,PI
PIERCESS,EH.D.PIERCESS.CASH.IP,Pierce Group AB (publ),SHARES,N/A,EDITS_ONLY,PI
VAC,EC.D.VAC.CASH.IP,Pierre & Vacances SA,SHARES,N/A,EDITS_ONLY,PI
PIHLISFH,EB.D.PIHLISFH.CASH.IP,Pihlajalinna Oyj,SHARES,N/A,EDITS_ONLY,PI
PPCUS,SE.D.PPCUS.CASH.IP,Pilgrim's Pride Corp,SHARES,N/A,TRADEABLE,PI
PINFIM,EF.D.PINFIM.CASH.IP,Pininfarina SpA,SHARES,N/A,EDITS_ONLY,PI
PXLWUS,UC.D.PXLWUS.CASH.IP,Pixelworks Inc,SHARES,N/A,TRADEABLE,PI
RPILN,KC.D.RPILN.CASH.IP,Raspberry PI Ltd,SHARES,N/A,EDITS_ONLY,PI
BARLN,KC.D.BARLN.CASH.IP,Brighton Pier Group PLC,SHARES,N/A,CLOSED,PI
DOM,KA.D.DOM.CASH.IP,Domino's Pizza Group PLC,SHARES,N/A,EDITS_ONLY,PI
IRET,KA.D.IRET.CASH.IP,Picton Property Income Ltd,SHARES,N/A,EDITS_ONLY,PI
PLLUS,UC.D.PLLUS.CASH.IP,Piedmont Lithium Limited,SHARES,N/A,CLOSED,PI
BONDUS,SI.D.BONDUS.CASH.IP,Pimco Total Return ETF,SHARES,N/A,TRADEABLE,PI
PFAIUS,UC.D.PFAIUS.CASH.IP,Pinnacle Food Group Ltd,SHARES,N/A,TRADEABLE,PI
PACXUUS,UC.D.PACXUUS.CASH.IP,Pioneer Merger Corporation (unit),SHARES,N/A,CLOSED,PI
PPSIUS,UC.D.PPSIUS.CASH.IP,Pioneer Power Solutions Inc,SHARES,N/A,TRADEABLE,PI
PDJFP,EC.D.PDJFP.CASH.IP,Piscines Desjoyaux SA,SHARES,N/A,EDITS_ONLY,PI
GMBTUUS,UB.D.GMBTUUS.CASH.IP,Pivotal Holdings Corp,SHARES,N/A,CLOSED,PI
PICIM,EF.D.PICIM.CASH.IP,Banca Piccolo Credito Valtellinese SCRL,SHARES,N/A,CLOSED,PI
STHSLN,KA.D.STHSLN.CASH.IP,PIMCO Short-Term High Yield Corporate Bond,SHARES,N/A,EDITS_ONLY,PI
MISTLN,KA.D.MISTLN.CASH.IP,PIMCO US Dollar Short Maturity UCITS ETF,SHARES,N/A,EDITS_ONLY,PI
PPIHUS,UC.D.PPIHUS.CASH.IP,Perma-Pipe International Holdings Inc,SHARES,N/A,TRADEABLE,PI
VACBSFP,EC.D.VACBSFP.CASH.IP,Pierre et Vacances SA - Warrants,SHARES,N/A,EDITS_ONLY,PI
PDG,KA.D.PDG.CASH.IP,Pinewood Technologies Group PLC,SHARES,N/A,EDITS_ONLY,PI
PNFPUS,UC.D.PNFPUS.CASH.IP,Pinnacle Financial Partners Inc,SHARES,N/A,OFFLINE,PI
STPZUS,SI.D.STPZUS.CASH.IP,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,SHARES,N/A,TRADEABLE,PI
LTPZUS,SI.D.LTPZUS.CASH.IP,PIMCO 15+ Year U.S. TIPS Index Exchange-Traded Fund,SHARES,N/A,TRADEABLE,PI
ZROZUS,SI.D.ZROZUS.CASH.IP,PIMCO 25+ Year Zero Coupon U.S. Treasury Index ETF,SHARES,N/A,TRADEABLE,PI
MINTUS,SI.D.MINTUS.CASH.IP,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,SHARES,N/A,TRADEABLE,PI
SSHYLN,KA.D.SSHYLN.CASH.IP,PIMCO Short-Term High Yield Corporate Bond - SSHY,SHARES,N/A,EDITS_ONLY,PI
STHELN,KA.D.STHELN.CASH.IP,PIMCO Short-Term High Yield Corporate Bond - STHE,SHARES,N/A,EDITS_ONLY,PI
STHYLN,KA.D.STHYLN.CASH.IP,PIMCO Short-Term High Yield Corporate Bond - STHY,SHARES,N/A,EDITS_ONLY,PI
QUIDLN,KA.D.QUIDLN.CASH.IP,PIMCO Sterling Short Maturity Source UCITS ETF,SHARES,N/A,EDITS_ONLY,PI
MINTLN,KA.D.MINTLN.CASH.IP,PIMCO US Dollar Short Maturity Source UCITS ETF,SHARES,N/A,EDITS_ONLY,PI
HYSUS,SI.D.HYSUS.CASH.IP,PIMCO 0-5 Year High Yield Corporate Bond Index Exchange-Traded Fund,SHARES,N/A,TRADEABLE,PI
EMLBLN,KA.D.EMLBLN.CASH.IP,PIMCO Emerging Markets Advantage Local Bond Index Source UCITS,SHARES,N/A,EDITS_ONLY,PI
PLZLLI,PK.D.PLZLLI.CASH.IP,Polyus PJSC,SHARES,N/A,CLOSED,PJ
RSTILI,PK.D.RSTILI.CASH.IP,ROSSETI PJSC,SHARES,N/A,CLOSED,PJ
NCSPLI,PK.D.NCSPLI.CASH.IP,Novorossiysk Commercial Sea Port PJSC,SHARES,N/A,SUSPENDED,PJ
USDPLN,CS.D.USDPLN.CFD.IP,USD/PLN,CURRENCIES,N/A,TRADEABLE,PL
USDPLN,CS.D.USDPLN.MINI.IP,USD/PLN Mini,CURRENCIES,N/A,TRADEABLE,PL
450LN,KC.D.450LN.CASH.IP,450 PLC,SHARES,N/A,CLOSED,PL
GFS,KA.D.GFS.CASH.IP,G4S PLC,SHARES,N/A,CLOSED,PL
ITV,KA.D.ITV.CASH.IP,ITV PLC,SHARES,N/A,EDITS_ONLY,PL
MNGLN,KA.D.MNGLN.CASH.IP,M&G PLC,SHARES,N/A,EDITS_ONLY,PL
RM,KA.D.RM.CASH.IP,RM PLC,SHARES,N/A,EDITS_ONLY,PL
SUSLN,KA.D.SUSLN.CASH.IP,S&U PLC,SHARES,N/A,EDITS_ONLY,PL
SHI,KA.D.SHI.CASH.IP,SIG PLC,SHARES,N/A,EDITS_ONLY,PL
LIONUUS,UB.D.LIONUUS.CASH.IP,SMX (Security Matters) Plc,SHARES,N/A,TRADEABLE,PL
SSE,KA.D.SSE.CASH.IP,SSE PLC,SHARES,N/A,EDITS_ONLY,PL
UBM,KA.D.UBM.CASH.IP,UBM PLC,SHARES,N/A,CLOSED,PL
UIEDC,EP.D.UIEDC.CASH.IP,UIE PLC,SHARES,N/A,EDITS_ONLY,PL
PMVPUS,UC.D.PMVPUS.CASH.IP,PMV Pharmaceuticals Inc,SHARES,N/A,TRADEABLE,PM
POLAUS,UC.D.POLAUS.CASH.IP,Polar Power Inc,SHARES,N/A,TRADEABLE,PO
SDHUS,UD.D.SDHUS.CASH.IP,E-Power Inc,SHARES,N/A,TRADEABLE,PO
AFCLN,KA.D.AFCLN.CASH.IP,H-Power plc,SHARES,N/A,CLOSED,PO
PONYUS,UC.D.PONYUS.CASH.IP,Pony AI Inc (24 Hours),SHARES,N/A,TRADEABLE,PO
POOL,UC.D.POOL.CASH.IP,Pool Corp (24 Hours),SHARES,N/A,TRADEABLE,PO
PPDUS,UC.D.PPDUS.CASH.IP,PPD Inc,SHARES,N/A,CLOSED,PP
PPHLN,KC.D.PPHLN.CASH.IP,PPHE Hotel Group Ltd,SHARES,N/A,EDITS_ONLY,PP
PRNIM,EF.D.PRNIM.CASH.IP,Premuda SpA,SHARES,N/A,CLOSED,PR
PREVBSS,EH.D.PREVBSS.CASH.IP,Prevas AB,SHARES,N/A,EDITS_ONLY,PR
PRICBSS,EH.D.PRICBSS.CASH.IP,Pricer AB,SHARES,N/A,EDITS_ONLY,PR
PROBSS,EH.D.PROBSS.CASH.IP,Probi AB (publ),SHARES,N/A,CLOSED,PR
ALPROFP,EC.D.ALPROFP.CASH.IP,Prodware,SHARES,N/A,CLOSED,PR
BELG,EA.D.BELG.CASH.IP,Proximus,SHARES,N/A,EDITS_ONLY,PR
SQFTUS,UD.D.SQFTUS.CASH.IP,Presidio Property Trust Inc,SHARES,N/A,TRADEABLE,PR
PRAGY,ED.D.PRAGY.CASH.IP,Praktiker AG,SHARES,N/A,CLOSED,PR
PRPOUS,UC.D.PRPOUS.CASH.IP,Precipio Inc,SHARES,N/A,TRADEABLE,PR
PINCUS,UC.D.PINCUS.CASH.IP,Premier Inc,SHARES,N/A,CLOSED,PR
LENSUS,UB.D.LENSUS.CASH.IP,Presbia PLC,SHARES,N/A,CLOSED,PR
PVNLN,KC.D.PVNLN.CASH.IP,ProVen VCT PLC,SHARES,N/A,EDITS_ONLY,PR
PGYLN,KC.D.PGYLN.CASH.IP,Progility PLC,SHARES,N/A,CLOSED,PR
PGNYUS,UC.D.PGNYUS.CASH.IP,Progyny Inc,SHARES,N/A,TRADEABLE,PR
ACTCUS,UA.D.ACTCUS.CASH.IP,Proterra Inc,SHARES,N/A,CLOSED,PR
PXS,KA.D.PXS.CASH.IP,Provexis PLC,SHARES,N/A,EDITS_ONLY,PR
PRYIM,EF.D.PRYIM.CASH.IP,Prysmian SpA,SHARES,N/A,EDITS_ONLY,PR
PRSRLN,KC.D.PRSRLN.CASH.IP,The PRS REIT PLC,SHARES,N/A,CLOSED,PR
PROIM,EF.D.PROIM.CASH.IP,Banca Profilo SpA,SHARES,N/A,EDITS_ONLY,PR
ALCORFP,EC.D.ALCORFP.CASH.IP,Biocorp Production,SHARES,N/A,CLOSED,PR
CNPIM,EF.D.CNPIM.CASH.IP,Conafi Prestito SpA,SHARES,N/A,CLOSED,PR
CRULN,KC.D.CRULN.CASH.IP,Coral Products PLC,SHARES,N/A,EDITS_ONLY,PR
DORMUS,UB.D.DORMUS.CASH.IP,Dorman Products Inc,SHARES,N/A,TRADEABLE,PR
LII,KA.D.LII.CASH.IP,Intu Properties PLC (LSE),SHARES,N/A,CLOSED,PR
AVOUS,UA.D.AVOUS.CASH.IP,Mission Produce Inc,SHARES,N/A,TRADEABLE,PR
PSUS,UC.D.PSUS.CASH.IP,Pluralsight Inc,SHARES,N/A,CLOSED,PS
PSBFP,EC.D.PSBFP.CASH.IP,PSB Industries SA,SHARES,N/A,CLOSED,PS
PSA2GY,ED.D.PSA2GY.CASH.IP,PSI Software AG,SHARES,N/A,EDITS_ONLY,PS
PSIGUS,UC.D.PSIGUS.CASH.IP,PS International Group Ltd,SHARES,N/A,TRADEABLE,PS
KSTSJ,AR.D.KSTSJ.CASH.IP,PSG Financial Services,SHARES,N/A,EDITS_ONLY,PS
PMDUS,UC.D.PMDUS.CASH.IP,Psychemedics Corporation,SHARES,N/A,OFFLINE,PS
PBMUS,UC.D.PBMUS.CASH.IP,Psyence Biomedical Ltd,SHARES,N/A,TRADEABLE,PS
PSILUS,SI.D.PSILUS.CASH.IP,Advisorshares Psychedelics ETF,SHARES,N/A,TRADEABLE,PS
PMTC,UC.D.PMTC.CASH.IP,PTC Inc (24 Hours),SHARES,N/A,TRADEABLE,PT
INQOPZ,KC.D.INQOPZ.CASH.IP,Inqo Investments Pty Ltd,SHARES,N/A,EDITS_ONLY,PT
PTCTUS,UC.D.PTCTUS.CASH.IP,PTC Therapeutics Inc,SHARES,N/A,TRADEABLE,PT
RFGSJ,AR.D.RFGSJ.CASH.IP,Rhodes Food Group Pty Ltd,SHARES,N/A,CLOSED,PT
PUM,ED.D.PUM.CASH.IP,Puma SE,SHARES,N/A,EDITS_ONLY,PU
PBYGY,ED.D.PBYGY.CASH.IP,publity AG,SHARES,N/A,CLOSED,PU
PU13LN,KA.D.PU13LN.CASH.IP,PUMA VCT 13 PLC,SHARES,N/A,EDITS_ONLY,PU
PUBMUS,UC.D.PUBMUS.CASH.IP,PubMatic Inc,SHARES,N/A,TRADEABLE,PU
PULMUS,UC.D.PULMUS.CASH.IP,Pulmatrix Inc,SHARES,N/A,TRADEABLE,PU
PU11LN,KC.D.PU11LN.CASH.IP,Puma VCT 11 PLC,SHARES,N/A,CLOSED,PU
PUB,EC.D.PUB.CASH.IP,Publicis Groupe SA,SHARES,N/A,EDITS_ONLY,PU
ACCLN,KC.D.ACCLN.CASH.IP,Pulsar Group Plc,SHARES,N/A,EDITS_ONLY,PU
PLSRLN,KC.D.PLSRLN.CASH.IP,Pulsar Helium Inc,SHARES,N/A,EDITS_ONLY,PU
PUALLN,KC.D.PUALLN.CASH.IP,Puma Alpha Vct PLC,SHARES,N/A,EDITS_ONLY,PU
PRTCLN,KA.D.PRTCLN.CASH.IP,PureTech Health Plc,SHARES,N/A,EDITS_ONLY,PU
PURMOFH,EB.D.PURMOFH.CASH.IP,Purmo Group Oyj,SHARES,N/A,CLOSED,PU
KTOVUS,UB.D.KTOVUS.CASH.IP,Purple Biotech Ltd,SHARES,N/A,TRADEABLE,PU
PPHCLN,KC.D.PPHCLN.CASH.IP,Public Policy Holding Co Inc,SHARES,N/A,EDITS_ONLY,PU
LUNGUS,UB.D.LUNGUS.CASH.IP,Pulmonx Corporation,SHARES,N/A,TRADEABLE,PU
PLSEUS,UC.D.PLSEUS.CASH.IP,Pulse Biosciences Inc,SHARES,N/A,TRADEABLE,PU
ROCHUS,UC.D.ROCHUS.CASH.IP,PureCycle Technologies Inc,SHARES,N/A,TRADEABLE,PU
PPESJ,AR.D.PPESJ.CASH.IP,Purple Group Limited,SHARES,N/A,CLOSED,PU
PRPLUS,UC.D.PRPLUS.CASH.IP,Purple Innovation Inc,SHARES,N/A,TRADEABLE,PU
PURPLN,KA.D.PURPLN.CASH.IP,Purplebricks Group PLC,SHARES,N/A,CLOSED,PU
SGGD,PK.D.SGGD.CASH.IP,Surgutneftegas Public,SHARES,N/A,CLOSED,PU
TPCOUS,UD.D.TPCOUS.CASH.IP,Tribune Publishing Company,SHARES,N/A,CLOSED,PU
TPEGY,ED.D.TPEGY.CASH.IP,PVA TePla AG,SHARES,N/A,EDITS_ONLY,PV
PVCS,KA.D.PVCS.CASH.IP,PV Crystalox Solar PLC,SHARES,N/A,CLOSED,PV
PWUS,SI.D.PWUS.CASH.IP,Power REIT,SHARES,N/A,TRADEABLE,PW
PYXSUS,UC.D.PYXSUS.CASH.IP,Pyxis Oncology Inc,SHARES,N/A,TRADEABLE,PY
PXSUS,UC.D.PXSUS.CASH.IP,Pyxis Tankers Inc,SHARES,N/A,TRADEABLE,PY
PYXLN,KC.D.PYXLN.CASH.IP,PYX Resources Limited,SHARES,N/A,SUSPENDED,PY
PYPYUS,SI.D.PYPYUS.CASH.IP,YieldMax PYPL Option Income Strategy ETF,SHARES,N/A,TRADEABLE,PY
QADAUS,UC.D.QADAUS.CASH.IP,QAD Inc,SHARES,N/A,CLOSED,QA
QATUS,UC.D.QATUS.CASH.IP,iShares MSCI Qatar Capped ETF,SHARES,N/A,TRADEABLE,QA
QBENSS,EH.D.QBENSS.CASH.IP,Qben Infra AB,SHARES,N/A,EDITS_ONLY,QB
